Simulation,Step,Space,Star,Planet,Asteroid,Energy,Black_Hole,Antimatter
0,374,28676,878,1323,4685,1898,2540,0
0,375,28681,879,1325,4681,1875,2559,0
0,376,28669,879,1326,4681,1876,2569,0
0,377,28633,882,1330,4691,1884,2580,0
0,378,28619,883,1331,4695,1869,2603,0
0,379,28612,883,1333,4688,1862,2622,0
0,380,28608,882,1335,4681,1849,2645,0
0,381,28608,879,1339,4671,1843,2660,0
0,382,28602,879,1338,4669,1844,2668,0
0,383,28581,879,1340,4666,1850,2684,0
0,384,28546,879,1342,4664,1863,2706,0
0,385,28546,882,1338,4656,1852,2726,0
0,386,28547,880,1338,4654,1833,2748,0
0,387,28522,884,1337,4647,1845,2765,0
0,388,28507,880,1338,4646,1846,2783,0
0,389,28475,876,1337,4654,1850,2808,0
0,390,28478,872,1337,4647,1832,2834,0
0,391,28462,871,1335,4637,1849,2846,0
0,392,28442,874,1331,4627,1864,2862,0
0,393,28445,874,1330,4622,1850,2879,0
0,394,28423,874,1329,4624,1851,2899,0
0,395,28418,872,1323,4622,1847,2918,0
0,396,28395,873,1326,4621,1845,2940,0
0,397,28405,873,1320,4622,1828,2952,0
0,398,28397,870,1314,4613,1837,2969,0
0,399,28403,866,1313,4602,1829,2987,0
0,400,28411,867,1314,4593,1811,3004,0
0,401,28392,867,1313,4586,1812,3030,0
0,402,28389,867,1313,4574,1812,3045,0
0,403,28390,866,1310,4574,1794,3066,0
0,404,28375,866,1313,4566,1794,3086,0
0,405,28369,863,1310,4564,1787,3107,0
0,406,28372,865,1310,4557,1765,3131,0
0,407,28376,867,1306,4554,1746,3151,0
0,408,28363,867,1306,4551,1748,3165,0
0,409,28359,866,1306,4542,1746,3181,0
0,410,28346,864,1304,4537,1739,3210,0
0,411,28328,861,1304,4538,1735,3234,0
0,412,28303,859,1299,4537,1739,3263,0
0,413,28308,860,1296,4526,1729,3281,0
0,414,28286,859,1293,4519,1743,3300,0
0,415,28277,862,1290,4512,1744,3315,0
0,416,28252,861,1294,4509,1747,3337,0
0,417,28262,860,1290,4498,1730,3360,0
0,418,28242,857,1288,4495,1741,3377,0
0,419,28223,852,1288,4490,1750,3397,0
0,420,28212,849,1290,4482,1750,3417,0
0,421,28222,846,1294,4474,1733,3431,0
0,422,28214,842,1297,4471,1725,3451,0
0,423,28187,842,1298,4468,1731,3474,0
0,424,28179,841,1297,4468,1725,3490,0
0,425,28169,841,1296,4465,1726,3503,0
0,426,28163,840,1294,4463,1714,3526,0
0,427,28152,842,1293,4462,1701,3550,0
0,428,28143,839,1296,4449,1703,3570,0
0,429,28133,838,1295,4448,1692,3594,0
0,430,28110,837,1293,4447,1695,3618,0
0,431,28100,834,1292,4442,1694,3638,0
0,432,28114,830,1290,4438,1670,3658,0
0,433,28088,833,1297,4438,1666,3678,0
0,434,28088,833,1296,4429,1652,3702,0
0,435,28093,833,1290,4424,1644,3716,0
0,436,28092,834,1287,4422,1632,3733,0
0,437,28075,836,1285,4410,1639,3755,0
0,438,28076,833,1283,4400,1633,3775,0
0,439,28081,834,1281,4390,1623,3791,0
0,440,28066,833,1281,4391,1624,3805,0
0,441,28052,832,1282,4381,1627,3826,0
0,442,28035,831,1283,4376,1631,3844,0
0,443,28015,830,1286,4378,1630,3861,0
0,444,27990,830,1286,4380,1632,3882,0
0,445,27998,827,1287,4371,1618,3899,0
0,446,27993,827,1288,4360,1605,3927,0
0,447,27979,826,1284,4356,1606,3949,0
0,448,27978,829,1281,4349,1583,3980,0
0,449,27964,825,1281,4347,1571,4012,0
0,450,27954,821,1279,4338,1569,4039,0
0,451,27930,819,1276,4339,1571,4065,0
0,452,27910,820,1276,4321,1579,4094,0
0,453,27904,822,1273,4314,1571,4116,0
0,454,27893,824,1267,4309,1565,4142,0
0,455,27872,827,1262,4302,1579,4158,0
0,456,27860,824,1259,4298,1575,4184,0
0,457,27851,825,1256,4292,1566,4210,0
0,458,27832,827,1249,4291,1565,4236,0
0,459,27818,827,1243,4287,1565,4260,0
0,460,27795,830,1241,4285,1555,4294,0
0,461,27794,829,1244,4282,1536,4315,0
0,462,27786,828,1242,4272,1533,4339,0
0,463,27781,827,1239,4264,1526,4363,0
0,464,27777,824,1236,4254,1511,4398,0
0,465,27763,824,1237,4248,1510,4418,0
0,466,27768,822,1235,4232,1506,4437,0
0,467,27760,822,1235,4229,1494,4460,0
0,468,27724,818,1235,4226,1511,4486,0
0,469,27740,817,1236,4208,1493,4506,0
0,470,27721,819,1232,4208,1492,4528,0
0,471,27694,820,1226,4208,1497,4555,0
0,472,27690,818,1221,4198,1500,4573,0
0,473,27681,821,1214,4189,1494,4601,0
0,474,27672,823,1209,4186,1491,4619,0
0,475,27651,824,1207,4188,1492,4638,0
0,476,27633,823,1203,4181,1497,4663,0
0,477,27624,825,1202,4168,1498,4683,0
0,478,27605,824,1199,4169,1488,4715,0
0,479,27589,820,1201,4163,1485,4742,0
0,480,27574,823,1197,4165,1478,4763,0
0,481,27589,822,1195,4155,1463,4776,0
0,482,27560,822,1196,4145,1479,4798,0
0,483,27555,821,1190,4143,1460,4831,0
0,484,27555,821,1189,4136,1441,4858,0
0,485,27542,820,1189,4125,1449,4875,0
0,486,27518,824,1185,4117,1463,4893,0
0,487,27495,822,1185,4116,1465,4917,0
0,488,27481,825,1180,4117,1452,4945,0
0,489,27467,827,1176,4111,1454,4965,0
0,490,27451,824,1171,4113,1449,4992,0
0,491,27435,823,1169,4109,1448,5016,0
0,492,27405,825,1164,4106,1456,5044,0
0,493,27395,823,1165,4096,1461,5060,0
0,494,27376,826,1163,4091,1472,5072,0
0,495,27346,823,1166,4093,1465,5107,0
0,496,27341,823,1169,4084,1457,5126,0
0,497,27325,819,1169,4077,1461,5149,0
0,498,27334,815,1168,4065,1445,5173,0
0,499,27326,815,1167,4056,1436,5200,0
0,500,27308,814,1169,4045,1445,5219,0
0,501,27299,818,1167,4033,1442,5241,0
0,502,27277,816,1170,4028,1440,5269,0
0,503,27260,814,1168,4021,1442,5295,0
0,504,27241,816,1168,4020,1431,5324,0
0,505,27220,815,1169,4017,1423,5356,0
0,506,27204,816,1168,4015,1415,5382,0
0,507,27204,815,1167,4005,1412,5397,0
0,508,27180,816,1166,4006,1404,5428,0
0,509,27170,818,1163,4000,1398,5451,0
0,510,27151,808,1163,3996,1406,5476,0
0,511,27146,807,1164,3986,1395,5502,0
0,512,27132,806,1164,3966,1400,5532,0
0,513,27113,804,1166,3961,1394,5562,0
0,514,27101,803,1161,3937,1409,5589,0
0,515,27096,802,1160,3923,1407,5612,0
0,516,27051,804,1163,3914,1424,5644,0
0,517,27035,803,1159,3910,1420,5673,0
0,518,27027,801,1153,3906,1412,5701,0
0,519,27009,797,1151,3901,1410,5732,0
0,520,27010,791,1153,3887,1405,5754,0
0,521,27000,788,1150,3884,1391,5787,0
0,522,26988,788,1147,3875,1389,5813,0
0,523,26996,785,1144,3857,1378,5840,0
0,524,26963,785,1143,3857,1374,5878,0
0,525,26965,778,1142,3843,1359,5913,0
0,526,26934,778,1141,3835,1365,5947,0
0,527,26920,776,1139,3833,1352,5980,0
0,528,26909,777,1138,3824,1353,5999,0
0,529,26893,777,1133,3822,1361,6014,0
0,530,26874,775,1130,3815,1350,6056,0
0,531,26853,772,1131,3810,1351,6083,0
0,532,26848,770,1128,3803,1344,6107,0
0,533,26840,771,1125,3787,1343,6134,0
0,534,26839,771,1124,3771,1337,6158,0
0,535,26815,768,1120,3764,1339,6194,0
0,536,26807,766,1118,3750,1324,6235,0
0,537,26797,767,1113,3747,1325,6251,0
0,538,26783,763,1112,3740,1327,6275,0
0,539,26774,760,1115,3732,1321,6298,0
0,540,26755,760,1113,3733,1311,6328,0
0,541,26733,759,1113,3727,1312,6356,0
0,542,26710,758,1110,3725,1304,6393,0
0,543,26697,757,1110,3720,1298,6418,0
0,544,26683,754,1112,3706,1303,6442,0
0,545,26662,753,1111,3695,1308,6471,0
0,546,26652,755,1108,3685,1300,6500,0
0,547,26623,754,1106,3679,1306,6532,0
0,548,26599,754,1107,3677,1296,6567,0
0,549,26579,753,1105,3674,1294,6595,0
0,550,26541,752,1105,3662,1313,6627,0
0,551,26526,748,1103,3658,1305,6660,0
0,552,26528,746,1102,3646,1292,6686,0
0,553,26531,741,1102,3632,1282,6712,0
0,554,26521,739,1104,3625,1276,6735,0
0,555,26501,738,1103,3616,1276,6766,0
0,556,26485,740,1100,3611,1267,6797,0
0,557,26473,736,1100,3605,1263,6823,0
0,558,26472,732,1101,3594,1255,6846,0
0,559,26470,732,1096,3578,1247,6877,0
0,560,26457,730,1093,3582,1231,6907,0
0,561,26450,727,1091,3572,1227,6933,0
0,562,26431,726,1091,3564,1219,6969,0
0,563,26378,725,1089,3558,1250,7000,0
0,564,26371,727,1086,3549,1238,7029,0
0,565,26343,725,1084,3548,1244,7056,0
0,566,26328,723,1085,3546,1229,7089,0
0,567,26329,720,1087,3531,1219,7114,0
0,568,26311,719,1084,3526,1215,7145,0
0,569,26307,719,1080,3518,1203,7173,0
0,570,26291,718,1079,3517,1192,7203,0
0,571,26262,719,1077,3512,1191,7239,0
0,572,26239,718,1080,3502,1194,7267,0
0,573,26216,718,1080,3494,1187,7305,0
0,574,26210,720,1078,3481,1175,7336,0
0,575,26194,721,1073,3470,1175,7367,0
0,576,26179,721,1072,3460,1174,7394,0
0,577,26187,718,1067,3453,1147,7428,0
0,578,26151,714,1068,3445,1161,7461,0
0,579,26129,714,1069,3445,1163,7480,0
0,580,26110,717,1068,3433,1161,7511,0
0,581,26092,720,1061,3428,1158,7541,0
0,582,26076,723,1055,3419,1158,7569,0
0,583,26069,723,1052,3410,1151,7595,0
0,584,26047,726,1046,3398,1147,7636,0
0,585,26029,726,1040,3396,1139,7670,0
0,586,26018,725,1038,3386,1141,7692,0
0,587,25991,727,1038,3376,1144,7724,0
0,588,25984,726,1036,3371,1126,7757,0
0,589,25955,729,1033,3356,1136,7791,0
0,590,25929,730,1030,3344,1133,7834,0
0,591,25914,729,1023,3340,1123,7871,0
0,592,25895,726,1018,3325,1130,7906,0
0,593,25872,723,1013,3316,1135,7941,0
0,594,25847,722,1011,3302,1132,7986,0
0,595,25852,720,1008,3281,1112,8027,0
0,596,25857,721,1005,3274,1093,8050,0
0,597,25830,719,1004,3267,1097,8083,0
0,598,25806,716,1006,3261,1092,8119,0
0,599,25794,711,1004,3250,1090,8151,0
0,600,25766,705,1001,3224,1115,8189,0
0,601,25757,701,1000,3211,1109,8222,0
0,602,25737,701,996,3201,1103,8262,0
0,603,25703,701,992,3193,1116,8295,0
0,604,25687,698,992,3185,1109,8329,0
0,605,25655,700,988,3179,1118,8360,0
0,606,25632,699,987,3176,1109,8397,0
0,607,25602,695,986,3174,1103,8440,0
0,608,25570,689,988,3161,1111,8481,0
0,609,25549,686,983,3151,1119,8512,0
0,610,25533,681,979,3142,1122,8543,0
0,611,25507,681,973,3134,1118,8587,0
0,612,25468,676,970,3128,1133,8625,0
0,613,25451,673,965,3120,1138,8653,0
0,614,25422,674,961,3117,1139,8687,0
0,615,25415,672,955,3111,1124,8723,0
0,616,25395,671,952,3104,1118,8760,0
0,617,25356,670,951,3103,1126,8794,0
0,618,25340,671,946,3095,1123,8825,0
0,619,25320,668,946,3085,1123,8858,0
0,620,25284,668,942,3077,1130,8899,0
0,621,25282,667,938,3067,1125,8921,0
0,622,25253,666,938,3059,1126,8958,0
0,623,25238,667,935,3054,1120,8986,0
0,624,25197,667,930,3050,1127,9029,0
0,625,25189,667,928,3044,1117,9055,0
0,626,25179,666,924,3038,1110,9083,0
0,627,25175,666,920,3026,1104,9109,0
0,628,25152,666,917,3017,1102,9146,0
0,629,25113,667,916,3017,1111,9176,0
0,630,25089,666,914,3012,1115,9204,0
0,631,25042,667,913,3009,1130,9239,0
0,632,25029,665,912,2997,1124,9273,0
0,633,25014,660,909,2987,1119,9311,0
0,634,24996,658,909,2981,1112,9344,0
0,635,24961,654,908,2976,1120,9381,0
0,636,24939,654,906,2969,1118,9414,0
0,637,24945,653,898,2963,1095,9446,0
0,638,24921,650,896,2960,1090,9483,0
0,639,24908,645,891,2951,1085,9520,0
0,640,24866,646,887,2941,1102,9558,0
0,641,24836,644,883,2931,1115,9591,0
0,642,24794,644,882,2925,1118,9637,0
0,643,24775,642,880,2914,1114,9675,0
0,644,24759,641,879,2909,1108,9704,0
0,645,24748,636,877,2903,1098,9738,0
0,646,24734,636,875,2886,1094,9775,0
0,647,24706,636,872,2875,1109,9802,0
0,648,24670,636,874,2873,1110,9837,0
0,649,24661,635,870,2867,1097,9870,0
0,650,24625,634,870,2861,1089,9921,0
0,651,24610,634,866,2856,1082,9952,0
0,652,24594,637,863,2853,1068,9985,0
0,653,24586,635,860,2847,1056,10016,0
0,654,24554,633,862,2842,1058,10051,0
0,655,24540,629,859,2838,1047,10087,0
0,656,24513,625,859,2833,1047,10123,0
0,657,24500,626,858,2821,1042,10153,0
0,658,24454,625,858,2819,1045,10199,0
0,659,24431,623,856,2814,1038,10238,0
0,660,24413,622,855,2803,1024,10283,0
0,661,24397,618,854,2796,1005,10330,0
0,662,24391,615,855,2774,1001,10364,0
0,663,24352,615,853,2766,1010,10404,0
0,664,24325,611,851,2761,1011,10441,0
0,665,24304,609,845,2751,1013,10478,0
0,666,24289,609,842,2745,1011,10504,0
0,667,24264,608,835,2743,1007,10543,0
0,668,24243,606,833,2732,1003,10583,0
0,669,24211,606,832,2727,1010,10614,0
0,670,24183,603,832,2717,1019,10646,0
0,671,24149,602,830,2717,1013,10689,0
0,672,24115,604,829,2711,1024,10717,0
0,673,24070,603,826,2706,1030,10765,0
0,674,24055,603,824,2703,1024,10791,0
0,675,24011,604,820,2700,1042,10823,0
0,676,23979,604,822,2700,1032,10863,0
0,677,23958,600,823,2700,1020,10899,0
0,678,23927,599,822,2690,1016,10946,0
0,679,23900,596,821,2683,1008,10992,0
0,680,23882,592,818,2673,1007,11028,0
0,681,23858,590,818,2666,1009,11059,0
0,682,23843,589,814,2651,1005,11098,0
0,683,23841,586,810,2638,987,11138,0
0,684,23816,585,805,2627,983,11184,0
0,685,23772,581,804,2627,993,11223,0
0,686,23745,578,801,2621,998,11257,0
0,687,23693,575,800,2614,1017,11301,0
0,688,23674,573,800,2613,1003,11337,0
0,689,23658,573,797,2601,996,11375,0
0,690,23635,572,796,2590,982,11425,0
0,691,23634,568,796,2577,965,11460,0
0,692,23615,568,788,2567,964,11498,0
0,693,23589,565,784,2557,969,11536,0
0,694,23555,560,784,2560,967,11574,0
0,695,23529,560,782,2539,979,11611,0
0,696,23499,556,784,2533,971,11657,0
0,697,23488,556,781,2520,970,11685,0
0,698,23455,555,779,2518,963,11730,0
0,699,23431,552,778,2519,958,11762,0
0,700,23393,553,775,2515,957,11807,0
0,701,23361,551,774,2514,954,11846,0
0,702,23323,553,769,2513,943,11899,0
0,703,23289,554,765,2511,940,11941,0
0,704,23254,553,763,2506,944,11980,0
0,705,23235,553,763,2496,937,12016,0
0,706,23214,556,759,2486,924,12061,0
0,707,23177,553,755,2482,928,12105,0
0,708,23167,551,752,2468,919,12143,0
0,709,23124,549,751,2466,911,12199,0
0,710,23113,547,747,2458,898,12237,0
0,711,23083,544,745,2445,905,12278,0
0,712,23058,543,744,2442,894,12319,0
0,713,23043,542,739,2437,879,12360,0
0,714,22993,540,738,2436,879,12414,0
0,715,22963,538,732,2430,885,12452,0
0,716,22931,537,726,2429,877,12500,0
0,717,22918,537,725,2414,867,12539,0
0,718,22879,537,723,2407,872,12582,0
0,719,22843,536,722,2404,870,12625,0
0,720,22805,534,720,2394,880,12667,0
0,721,22797,534,714,2386,871,12698,0
0,722,22785,531,713,2382,853,12736,0
0,723,22768,531,706,2365,864,12766,0
0,724,22736,529,705,2358,863,12809,0
0,725,22710,527,705,2352,860,12846,0
0,726,22679,525,702,2350,855,12889,0
0,727,22630,524,699,2352,858,12937,0
0,728,22628,522,695,2341,839,12975,0
0,729,22594,522,691,2334,839,13020,0
0,730,22568,523,689,2330,830,13060,0
0,731,22549,520,687,2324,822,13098,0
0,732,22528,519,682,2314,821,13136,0
0,733,22494,514,682,2305,825,13180,0
0,734,22470,513,684,2297,812,13224,0
0,735,22439,509,681,2289,811,13271,0
0,736,22411,508,684,2280,819,13298,0
0,737,22394,506,682,2274,804,13340,0
0,738,22373,505,680,2262,795,13385,0
0,739,22346,502,680,2253,797,13422,0
0,740,22309,500,680,2249,803,13459,0
0,741,22286,497,677,2242,795,13503,0
0,742,22253,496,674,2234,800,13543,0
0,743,22236,496,670,2219,795,13584,0
0,744,22203,496,666,2208,800,13627,0
0,745,22165,494,665,2200,802,13674,0
0,746,22127,492,665,2192,796,13728,0
0,747,22102,489,661,2182,795,13771,0
0,748,22095,484,659,2167,786,13809,0
0,749,22063,481,659,2160,781,13856,0
